sim_swap_time_gap_minutes,device_change_flag,sim_type_change_flag,imsi_change_flag,iccid_change_flag,otp_and_sim_change_geo_hash_length,recent_sim_activation_days,num_sim_changes_last_30d,previous_sim_holder_tenure_days,account_age_days,ip_change_flag,sim_swap_flag
8938,1,0,1,1,0.4,308,3,410,1412,0,1
2756,0,0,1,1,0.85,57,0,148,1211,0,1
6393,0,0,1,1,0.38,212,1,578,1500,1,1
9157,0,1,0,1,0.16,301,5,593,422,1,1
2791,1,0,0,0,0.18,57,5,44,1555,0,1
5639,0,0,0,1,0.68,0,1,954,1078,1,0
2169,1,0,0,0,0.3,324,5,940,1725,1,1
1725,1,1,1,1,0.29,222,4,885,292,0,1
4970,0,0,0,1,0.25,238,1,122,1301,0,0
8131,0,1,0,1,0.47,283,3,143,310,1,1
3312,1,1,0,1,0.4,240,0,95,1491,1,1
5634,1,0,1,0,0.68,6,3,608,1603,1,1
1726,0,1,1,0,0.21,80,2,6,1027,1,1
4600,0,0,1,1,0.64,4,1,1081,1127,0,1
7550,0,1,0,0,0.78,228,5,813,560,1,0
9507,0,1,1,1,0.17,114,1,822,1602,0,1
8992,1,1,0,0,0.56,236,0,295,1780,1,1
9474,1,1,0,0,0.21,41,4,468,801,0,1
8818,0,1,0,1,0.55,329,5,969,1337,0,1
5039,1,0,1,0,0.34,354,0,994,710,1,1
466,1,0,1,1,0.24,83,3,1054,1388,1,1
9342,0,1,0,0,0.62,263,2,685,115,0,0
5219,0,0,1,1,0.95,112,0,446,123,1,1
7792,0,1,0,1,0.42,188,3,845,912,0,1
1417,1,0,0,0,0.49,222,2,420,652,1,1
2044,0,1,0,0,0.42,95,4,646,770,0,0
6317,0,0,1,1,0.95,181,5,797,927,1,1
3588,0,1,0,0,0.57,340,1,542,330,0,0
3262,0,0,1,0,0.61,170,2,669,485,0,0
8771,0,1,1,1,0.09,40,0,204,1690,1,1
7584,0,0,0,1,0.08,82,2,1063,840,1,1
1673,0,0,0,0,0.36,105,4,10,883,0,0
4479,0,0,1,1,0.83,263,1,607,1197,0,1
2177,1,0,1,0,0.86,253,1,263,963,1,1
2202,0,1,1,1,0.37,192,2,882,1520,1,1
866,1,0,0,0,0.35,237,1,707,1167,0,0
5364,1,0,0,1,0.44,54,3,751,149,0,1
2491,1,0,0,0,0.37,78,2,760,367,0,0
457,1,1,1,1,0.72,357,5,506,654,1,1
1563,0,1,0,0,0.68,250,2,495,1469,0,0
9583,1,0,1,0,0.22,26,4,694,410,0,1
6271,1,0,0,0,0.6,23,1,801,1186,1,0
1042,0,1,0,0,0.24,153,2,641,929,0,1
3931,1,1,1,1,0.1,181,1,319,168,1,1
2866,1,1,1,0,0.26,182,5,533,1289,0,1
7375,0,0,1,0,0.31,363,2,197,1585,0,0
3681,0,0,0,1,0.09,90,3,729,423,1,1
1409,0,0,1,1,0.26,35,1,647,704,0,1
2315,1,1,1,1,0.24,337,4,652,358,0,1
4229,1,0,1,0,0.53,221,5,719,1023,1,1
8710,1,1,1,1,0.61,345,1,398,616,1,1
8464,1,1,1,0,0.11,147,2,122,1656,1,1
3088,1,1,1,0,0.86,199,5,162,142,1,1
5533,0,0,1,0,0.61,265,0,688,1557,1,0
1843,0,0,0,1,0.84,299,1,637,526,1,0
6352,0,0,0,1,0.34,145,3,647,790,1,1
2401,0,1,0,0,0.71,69,4,311,921,1,1
1529,0,1,0,0,0.07,79,0,168,240,1,1
8552,0,0,0,0,0.88,210,1,512,1051,1,0
9622,0,0,1,1,0.51,62,2,729,80,1,1
90,1,0,1,1,0.22,250,4,25,1772,1,1
6809,0,1,0,0,0.76,327,4,733,650,0,0
1245,0,0,0,0,0.16,340,3,59,915,0,0
2097,0,0,0,1,0.05,339,1,805,1711,0,0
7171,1,0,0,1,0.89,294,3,164,155,1,1
3324,1,1,1,0,0.21,90,2,278,1407,1,1
9142,0,0,1,1,0.85,88,5,1007,1432,0,1
3405,0,0,0,1,0.54,74,2,308,1416,0,0
458,0,1,0,0,0.89,221,3,1076,1751,1,1
4341,1,0,1,1,0.75,212,5,1078,1006,0,1
10016,0,1,0,0,0.67,127,1,766,1073,0,0
8950,1,1,0,1,0.75,364,3,937,911,1,1
6381,0,1,0,1,0.51,182,0,890,1330,1,1
6926,1,1,1,0,0.73,279,2,384,1662,1,1
3036,0,0,0,0,0.33,160,3,688,1526,0,0
8364,1,1,0,0,0.29,123,1,968,1501,0,1
6058,1,1,1,0,0.13,191,0,459,540,0,1
7322,0,1,0,1,0.59,8,1,839,652,0,1
9258,0,0,0,1,0.8,208,3,605,610,1,0
2618,1,0,0,1,0.42,5,1,507,324,0,1
9240,0,1,1,1,0.84,200,1,968,650,0,1
1246,0,0,1,1,0.79,236,3,801,1517,0,1
9183,0,0,1,0,0.77,198,2,942,727,1,0
7917,1,0,1,0,0.96,0,3,432,300,1,1
5420,0,1,1,0,0.27,236,5,402,104,1,1
1330,0,1,0,0,0.22,344,4,582,826,1,1
2952,0,1,0,0,0.44,267,1,1073,227,1,0
1928,1,1,0,1,0.51,199,0,517,1824,0,1
4952,0,0,0,1,0.08,79,0,883,681,1,0
5822,1,1,1,0,0.95,118,5,1094,653,0,1
5008,1,1,0,1,0.61,68,2,171,532,0,1
9431,0,0,0,1,0.67,301,4,84,250,0,0
4640,1,0,1,1,0.84,206,4,636,1566,1,1
4965,1,1,0,0,0.31,66,3,466,655,0,1
6292,1,1,0,1,0.46,145,1,432,1585,1,1
41,1,0,1,1,0.31,7,3,1089,1132,1,1
5841,0,1,0,0,0.19,251,1,814,1446,1,0
9920,1,1,1,1,0.38,322,5,606,556,1,1
5795,0,0,1,1,0.02,352,5,1063,998,1,1
556,0,0,1,1,0.98,182,0,44,1198,1,1
2710,0,0,1,0,0.84,231,0,534,983,1,0
583,1,1,0,1,0.89,149,3,793,748,0,1
339,0,0,0,1,0.04,100,0,1001,972,1,1
2755,0,0,0,0,0.92,11,5,32,90,0,0
627,0,0,1,1,0.24,313,5,471,1221,1,1
8697,0,1,0,1,0.51,311,0,136,847,1,1
4825,1,1,1,0,0.86,77,3,162,1388,0,1
9273,1,1,1,1,0.98,197,1,542,1161,0,1
4221,0,0,1,0,0.58,220,0,71,1424,1,0
1483,0,0,1,1,0.56,245,0,414,662,1,1
7363,0,0,0,1,0.74,173,4,646,9,1,0
2801,0,0,1,1,0.8,353,2,963,1092,0,1
9075,0,1,0,0,0.51,235,2,551,531,0,0
3812,1,1,0,0,0.12,96,1,766,1755,1,1
2368,1,0,1,1,0.27,341,4,324,1765,0,1
9528,0,0,0,1,0.83,349,0,573,1564,0,0
449,0,1,0,1,0.01,361,2,209,1217,1,1
2676,1,1,1,1,0.54,84,1,539,1525,1,1
1361,1,0,0,0,0.68,22,0,653,648,1,0
3574,1,1,1,0,0.14,329,1,740,291,0,1
1947,0,0,1,1,0.86,57,2,610,951,1,1
7453,0,0,1,1,0.02,267,3,472,1593,1,1
8121,0,0,0,0,0.71,225,0,157,1124,1,0
2407,1,0,0,0,0.16,348,1,163,215,1,1
5491,1,1,1,0,0.35,242,1,647,1519,0,1
41,0,0,1,1,0.12,159,0,6,639,0,1
10073,0,1,1,0,0.15,232,0,953,609,0,1
5633,1,0,0,1,0.33,243,2,384,654,1,1
5740,0,1,1,1,0.89,152,3,476,112,1,1
140,0,1,1,0,0.14,119,3,911,162,0,1
1755,0,1,0,1,0.62,331,2,373,1026,1,1
2243,0,1,0,0,0.02,214,5,258,977,0,1
2180,0,1,1,0,0.29,288,5,711,1282,0,1
5679,1,1,0,0,0.72,47,4,50,1824,1,1
1314,0,1,0,1,0.35,286,1,87,433,0,1
2173,0,1,0,1,0.19,100,4,668,835,0,1
5314,1,0,1,1,0.43,20,3,20,1548,0,1
3689,0,1,1,1,0.44,116,1,420,292,0,1
2864,0,0,1,0,0.5,15,0,181,723,0,0
9264,1,1,0,1,0.69,76,0,901,1445,1,1
4294,0,1,1,0,0.36,74,0,246,920,0,1
10017,0,1,1,1,0.72,39,0,508,1699,0,1
9680,1,0,1,1,0.53,53,5,241,51,1,1
9708,1,0,0,0,0.3,289,3,424,1727,0,0
6471,0,0,0,0,0.9,55,3,1085,869,1,0
7577,0,0,1,0,0.47,156,5,90,739,0,0
362,1,0,1,1,0.47,137,3,557,623,1,1
9754,1,1,1,1,0.62,90,3,256,366,0,1
4120,0,0,0,0,0.13,226,5,570,633,0,0
1434,0,1,1,0,0.29,303,5,31,747,0,1
1486,1,1,0,0,0.46,154,4,130,1593,0,1
2894,1,0,1,1,0.05,356,4,570,1611,1,1
2062,0,0,0,0,0.39,325,2,178,1178,1,0
8228,0,1,0,1,0.32,244,3,324,696,0,1
247,1,0,1,1,0.58,221,1,873,1560,1,1
8186,0,0,1,0,0.39,323,3,1031,411,0,0
7913,0,0,1,1,0.84,291,5,919,848,0,1
8119,1,0,0,0,0.85,320,1,1035,345,1,0
8982,0,1,1,0,0.79,189,0,865,244,0,0
1570,1,1,0,1,0.6,307,1,374,1732,0,1
1011,1,1,1,1,0.69,166,1,454,1380,1,1
7454,1,1,0,0,0.01,348,3,158,1302,0,1
7482,1,0,0,0,0.57,291,2,732,238,1,0
9937,0,1,0,1,0.59,71,4,60,64,1,1
5444,0,0,1,1,0.93,343,5,785,166,0,1
6271,1,0,0,1,0.2,39,4,796,1607,0,1
3363,0,1,0,1,0.11,14,3,982,456,0,1
1000,1,1,1,0,0.59,319,3,816,1279,0,1
442,1,1,1,0,0.54,180,3,549,163,1,1
6852,1,0,1,1,0.67,209,3,808,388,0,1
7618,0,0,1,0,0.52,15,1,282,183,1,0
4899,1,0,1,1,0.09,100,3,528,490,0,1
1333,0,0,0,1,0.69,1,2,499,1699,0,1
8392,1,0,1,1,0.0,354,3,947,491,1,1
4679,1,1,0,0,0.14,53,0,1063,1805,1,1
4678,0,0,0,0,0.0,263,2,1083,939,1,0
3770,1,1,1,1,0.42,241,4,762,1065,0,1
8109,1,1,1,0,0.09,18,2,1051,607,0,1
6608,1,1,0,1,0.98,283,2,1028,111,0,1
9931,0,1,0,0,0.55,313,2,1078,1309,1,0
9320,1,1,0,1,0.07,147,0,779,120,1,1
7627,1,1,1,0,0.76,329,5,901,1061,0,1
9903,0,1,0,0,0.62,38,5,862,894,0,0
5958,0,1,1,0,0.03,97,2,694,519,1,1
3392,1,0,0,1,0.87,143,4,1067,1660,1,1
5914,0,1,1,0,0.06,135,1,302,1289,0,1
1869,0,1,1,0,0.75,153,0,1013,1246,1,1
7256,0,0,0,1,0.25,61,5,102,855,1,1
3103,1,1,1,0,0.57,109,4,854,1449,1,1
9376,0,0,0,0,0.16,10,1,461,1765,1,0
2206,0,1,0,0,0.98,59,5,1078,364,1,0
1798,0,1,1,0,0.64,225,4,762,534,1,1
8349,0,1,0,1,0.62,263,3,1051,113,1,1
2000,0,0,0,0,0.17,135,2,614,1035,1,0
6816,1,0,1,1,0.4,173,5,828,234,1,1
1297,0,1,1,1,0.0,211,2,429,809,0,1
2044,0,1,1,1,0.58,259,3,546,815,1,1
1935,1,1,1,1,0.63,136,3,1092,714,1,1
7506,0,1,1,1,0.25,293,1,262,903,0,1
2216,1,1,0,0,0.56,241,2,451,1368,1,1
2339,1,1,1,1,0.86,352,5,1059,1536,1,1
4121,0,0,1,0,0.63,302,4,368,1636,1,0
7464,0,0,0,1,0.87,200,2,488,371,1,0
641,1,0,1,1,0.32,104,0,879,1635,1,1
9765,0,0,0,1,0.25,245,0,1015,1123,0,0
5818,1,1,1,0,0.4,30,3,794,286,1,1
9406,1,0,1,1,0.82,58,2,948,1355,1,1
6749,1,0,0,0,0.19,208,2,997,1677,0,0
319,1,1,1,1,0.54,181,3,214,303,0,1
7683,1,0,0,1,0.57,61,2,808,62,0,1
683,0,1,1,0,0.32,184,2,531,1078,0,1
1584,0,0,1,0,0.66,106,0,377,809,1,0
6300,0,0,1,1,0.2,11,4,835,1603,0,1
105,0,1,0,1,0.25,42,0,457,670,0,1
1688,1,1,1,1,0.31,85,4,705,380,0,1
4288,0,1,1,1,0.33,244,4,1094,189,1,1
666,0,0,0,1,0.51,288,4,111,912,0,0
0,1,1,0,0,0.95,172,4,472,1265,0,1
3183,1,1,1,1,0.44,72,5,216,362,0,1
7235,1,0,0,0,0.25,335,2,231,889,1,1
812,0,0,0,1,0.79,216,0,1051,906,0,0
1174,0,0,1,0,0.06,45,5,198,306,0,1
5330,1,0,1,0,0.12,325,1,302,475,1,1
7966,1,0,1,0,0.8,271,5,1052,808,0,1
8375,0,1,0,0,0.63,299,2,1076,1386,1,0
1842,0,0,0,0,0.78,7,3,42,714,0,0
233,0,1,0,0,0.54,103,1,307,144,0,0
5929,1,0,1,1,0.79,221,0,111,182,0,1
5505,0,0,1,1,0.35,197,4,414,1192,0,1
8140,1,0,1,0,0.01,245,5,711,1546,1,1
112,1,0,1,1,0.62,210,5,928,1001,0,1
5631,1,0,0,1,0.19,18,2,944,1641,0,1
7100,0,1,0,1,0.93,181,4,378,881,1,1
7973,1,0,0,1,0.21,133,4,214,1374,0,1
719,0,0,1,1,0.47,227,4,283,1085,1,1
8897,0,1,1,1,0.79,206,1,105,188,1,1
1123,1,1,1,1,0.95,197,1,231,1053,1,1
7041,1,1,0,0,1.0,310,0,499,940,1,1
6583,1,0,1,0,0.08,94,4,84,1395,1,1
8813,0,1,1,1,0.98,188,1,372,1044,0,1
7829,0,0,1,1,0.16,200,2,1077,778,1,1
5419,0,1,0,0,0.19,14,0,138,186,0,0
3285,1,1,1,1,0.22,135,2,50,492,0,1
8591,1,1,0,1,0.77,343,1,145,1284,0,1
8826,1,0,0,0,0.77,359,4,385,536,0,0
8682,0,1,1,0,0.14,88,0,583,1497,0,1
3943,1,1,0,0,0.86,87,5,96,1058,1,1
2360,0,1,0,1,0.02,158,0,999,1591,1,1
8930,1,0,0,0,0.71,153,0,1055,1056,1,0
8349,1,0,1,0,0.72,123,2,16,628,1,1
4598,0,0,0,1,0.77,197,5,343,284,0,0
8623,1,1,1,1,0.95,251,0,37,268,0,1
1538,0,1,1,0,0.64,48,1,680,988,0,1
1034,1,1,1,0,0.91,330,1,806,339,0,1
9851,1,0,1,0,0.74,55,5,575,1274,1,1
295,1,0,1,1,0.06,224,2,29,1820,0,1
8113,1,0,0,0,0.71,334,0,108,486,0,0
8253,1,1,1,1,0.94,256,4,1060,519,0,1
9109,0,1,0,0,0.85,236,3,346,895,1,0
8877,1,0,0,1,0.05,248,5,789,174,1,1
8121,1,1,1,0,0.17,3,3,908,417,0,1
3588,1,0,0,1,0.17,78,0,205,1197,1,1
3348,1,1,0,0,1.0,244,4,684,609,1,1
7729,0,1,1,0,0.78,195,0,218,1466,1,1
2019,1,1,0,0,0.67,160,1,391,1255,1,1
8140,1,0,0,0,0.72,173,0,65,955,0,0
6336,0,1,1,0,0.77,277,0,587,332,1,1
2703,0,1,1,1,0.93,127,3,290,1018,1,1
9527,0,1,1,0,0.17,85,3,765,1443,0,1
890,0,0,1,1,0.79,66,5,80,739,0,1
2405,0,1,1,0,0.39,297,1,753,1119,0,1
4212,1,0,0,0,0.1,128,5,946,509,0,0
4587,1,1,0,0,0.58,326,1,332,336,1,1
9583,1,1,0,0,0.78,295,5,596,1473,0,1
4356,1,0,1,0,0.81,204,3,872,446,0,1
6398,0,1,1,0,0.76,294,4,244,996,0,1
4972,0,0,0,1,0.46,194,1,942,685,1,0
7956,1,0,1,1,0.79,361,5,859,391,1,1
965,0,0,0,0,0.46,62,4,705,810,0,0
7353,1,0,0,1,0.65,168,1,446,1317,1,1
9177,1,0,1,1,0.95,116,0,1050,1595,0,1
7832,1,1,0,0,0.67,89,1,1006,472,0,1
2461,0,1,1,0,0.79,38,2,251,1097,1,1
1591,1,0,1,0,0.57,94,2,762,1633,0,1
3080,1,1,0,1,0.54,337,0,584,1424,1,1
754,0,0,0,0,0.98,252,0,597,1035,1,0
9823,0,0,0,0,0.49,339,4,211,1197,1,0
4217,0,1,1,0,0.84,143,3,778,923,1,1
579,1,0,1,0,0.6,81,3,860,510,1,1
7536,1,1,0,0,0.64,138,1,856,550,0,1
3182,1,1,0,1,0.6,0,4,618,1225,1,1
8024,1,0,1,1,0.04,148,4,772,1599,0,1
238,0,1,1,0,0.63,149,5,8,1540,1,1
4325,1,1,1,0,0.18,251,4,960,628,1,1
6815,1,0,1,0,0.73,8,2,774,817,0,1
47,1,1,1,1,0.34,178,5,866,963,0,1
9475,1,1,1,0,0.57,82,2,758,366,1,1
8265,1,1,0,0,0.42,238,0,521,672,0,1
7522,0,1,1,0,0.83,53,1,1057,1344,0,0
6472,1,1,1,0,0.83,101,2,809,9,1,1
1800,0,1,0,0,0.85,197,0,684,1183,0,0
404,0,1,1,0,0.27,286,2,327,833,1,1
9390,0,1,1,1,0.19,4,5,880,897,0,1
7674,0,1,1,1,0.46,279,4,688,1037,0,1
7034,0,0,0,0,0.14,322,1,890,1683,1,0
9012,0,1,1,0,0.38,289,2,196,776,1,1
9640,0,0,1,1,0.43,348,5,801,340,0,1
7413,1,1,0,1,0.7,55,2,737,1005,0,1
3454,1,1,1,1,0.93,152,2,189,1548,1,1
5308,1,1,0,1,0.93,234,5,42,1221,0,1
5998,1,0,0,1,0.6,76,1,344,773,0,1
2146,0,1,0,0,0.94,305,5,469,894,0,0
8627,0,0,1,0,0.79,136,5,103,1485,1,0
3913,0,1,0,1,0.68,356,2,262,1676,1,1
701,0,0,0,1,0.29,171,4,113,660,0,1
5095,0,0,0,1,0.56,179,3,834,1762,1,0
2119,0,1,0,0,0.5,190,1,10,1670,1,0
5451,1,0,0,1,0.38,24,1,729,213,1,1
385,0,0,1,0,0.8,83,5,853,1611,0,0
4692,1,0,0,0,0.69,167,1,91,379,0,0
130,1,1,1,1,0.66,312,2,819,1312,1,1
396,1,0,1,0,0.33,317,0,1068,714,0,1
7811,1,1,0,1,0.78,170,0,17,1456,0,1
3064,1,1,1,0,0.62,148,3,184,286,1,1
8395,1,0,1,0,0.92,6,0,459,543,1,1
3581,1,1,0,1,0.92,59,4,597,114,1,1
5510,0,0,1,0,0.35,148,4,1052,36,0,0
176,1,0,1,1,0.33,143,3,1013,922,0,1
9122,0,0,1,1,0.36,90,2,133,1293,0,1
547,0,0,0,1,0.08,340,4,718,86,0,1
7440,0,0,0,0,0.0,224,3,461,1663,1,0
9714,1,0,0,1,0.83,166,0,658,1115,1,1
6364,1,1,0,1,0.4,185,2,772,1357,0,1
8811,1,1,0,1,0.39,63,3,853,326,1,1
8216,0,0,0,0,0.53,289,2,562,1397,0,0
3284,1,0,1,0,0.25,41,3,876,1715,1,1
7791,1,1,1,1,0.27,238,1,706,1615,0,1
9373,0,0,1,1,0.57,156,2,517,1389,0,1
3173,0,0,0,1,0.07,185,4,582,971,1,1
7686,1,0,1,1,0.62,87,1,141,1496,1,1
342,0,1,1,1,0.99,147,3,277,588,0,1
4627,0,1,0,1,0.43,192,5,741,1415,1,1
8433,1,0,1,1,0.72,79,1,429,614,1,1
3162,1,1,0,0,0.91,24,3,603,1420,0,1
4674,1,1,0,1,0.01,189,4,289,1260,1,1
4303,1,1,1,1,0.18,114,5,687,93,1,1
2939,1,1,0,0,0.2,66,0,400,47,0,1
4548,0,0,0,1,0.41,118,1,522,1748,0,0
10000,0,0,1,1,0.47,74,2,238,81,0,1
4978,1,1,0,0,0.35,249,1,699,1246,0,1
713,1,1,0,1,0.07,116,1,304,696,0,1
1468,1,0,1,0,0.75,112,4,424,1328,0,1
9192,0,0,0,0,0.67,37,2,3,1718,1,0
9837,1,0,0,1,0.94,360,0,295,130,0,0
1449,0,0,1,1,0.99,326,2,143,1343,1,1
3545,0,1,0,1,0.06,48,3,754,964,0,1
656,0,1,1,0,0.32,270,2,305,231,0,1
5247,1,0,1,0,0.99,235,0,959,864,1,1
4079,0,1,1,0,0.98,292,4,972,26,1,1
5318,0,1,1,1,0.3,244,2,575,1652,1,1
9023,1,0,1,1,0.76,104,3,859,596,1,1
2942,0,0,1,0,1.0,24,3,367,1560,0,0
2840,1,0,0,1,0.95,206,5,145,614,1,1
4737,0,0,1,1,0.53,210,0,929,1553,0,1
5415,1,1,1,0,0.68,299,4,986,1142,0,1
3865,0,0,1,0,0.37,18,3,1054,596,1,1
3269,1,1,0,1,0.74,69,5,415,1574,0,1
10049,0,0,0,1,0.78,199,3,852,1332,0,0
44,0,0,1,1,0.25,113,4,522,1589,1,1
4569,0,1,0,1,0.67,140,1,828,455,1,1
10022,0,1,1,0,0.02,348,3,92,1206,0,1
8056,1,1,0,1,0.27,234,1,308,1602,1,1
5846,0,0,1,0,0.2,196,2,286,1109,1,1
7995,0,0,0,1,0.62,225,4,522,1492,1,0
7085,1,1,0,1,0.99,111,1,823,1748,1,1
4937,0,1,0,1,0.69,323,3,157,1460,1,1
3216,1,1,0,0,0.87,217,1,750,213,1,1
5275,0,0,0,0,0.34,121,4,590,704,0,0
225,1,0,1,1,0.65,3,2,925,1503,1,1
2679,1,1,1,0,0.01,213,2,955,94,0,1
652,0,0,0,0,0.09,175,2,461,1393,1,0
491,0,0,0,0,0.44,100,1,304,198,0,0
5091,1,0,0,0,0.92,269,1,841,1514,0,0
5752,0,0,1,1,0.6,112,5,387,694,1,1
2219,0,1,1,0,0.36,222,4,553,1494,1,1
6091,0,0,0,1,0.96,134,1,683,1061,1,0
7876,1,1,0,1,0.43,140,2,489,354,1,1
5907,0,1,1,0,0.3,332,3,616,1416,1,1
1766,1,0,1,0,1.0,228,0,611,498,1,1
8025,0,0,1,0,0.61,64,0,736,1167,1,0
9977,0,0,0,1,0.59,35,3,504,217,1,0
5966,0,1,0,1,0.78,307,1,31,1034,1,1
1267,0,0,1,0,0.22,218,2,518,1197,0,1
986,1,0,0,1,0.49,236,5,365,136,1,1
2002,1,1,1,1,0.22,288,1,548,263,0,1
9104,1,1,0,0,0.65,347,1,854,991,0,0
6535,1,0,0,0,0.21,181,3,1045,1239,0,0
5932,1,1,1,0,0.73,16,1,799,1616,1,1
1181,1,1,1,0,0.44,134,4,577,354,0,1
3752,0,1,1,0,0.75,255,3,1089,1255,1,1
6028,0,0,0,1,0.14,325,4,183,1497,1,1
9318,0,0,1,0,0.56,132,2,114,1113,1,0
2385,1,1,0,0,0.83,144,4,559,1654,0,1
747,0,1,1,1,0.19,180,5,76,1776,1,1
5487,1,0,1,1,0.95,205,2,215,1510,1,1
2599,0,1,0,0,0.06,357,3,392,1254,1,1
6909,0,1,0,0,0.99,30,1,591,158,1,0
5544,0,0,0,1,0.04,314,0,255,153,1,0
1975,0,0,1,0,0.61,344,4,535,860,1,1
181,0,1,1,0,0.89,121,4,765,1160,0,1
971,0,1,0,1,0.65,215,4,185,574,0,1
8664,0,1,1,1,0.51,166,0,929,870,1,1
3700,0,0,1,1,0.6,233,0,905,1532,1,1
9284,1,1,1,1,0.23,216,3,448,1268,0,1
5334,0,0,0,1,0.22,143,0,141,211,1,0
4288,1,0,1,1,0.74,365,4,172,835,0,1
4649,1,0,1,1,0.08,64,4,147,720,0,1
4174,0,1,0,0,0.84,278,0,888,1066,1,0
3115,1,0,0,0,0.91,5,4,624,45,1,1
8975,1,1,1,1,0.79,55,1,1010,1553,1,1
2086,0,0,0,0,0.34,272,3,601,1762,1,0
1154,0,0,1,0,0.28,300,2,939,545,1,1
9766,0,0,0,0,0.06,137,0,506,1748,1,0
9818,1,0,1,1,0.79,210,2,592,394,1,1
5478,1,1,0,1,0.79,78,5,1075,1220,1,1
9190,1,0,0,0,0.96,76,0,346,1030,1,0
7292,1,1,0,0,0.53,224,5,525,443,1,1
1293,1,1,0,1,0.66,313,4,602,1551,0,1
2956,0,1,1,1,0.96,209,5,56,731,0,1
7278,1,0,0,0,0.61,262,4,852,190,1,0
661,0,1,0,0,0.43,197,0,86,1056,1,1
8948,1,1,0,1,0.13,176,5,818,497,0,1
3114,1,1,1,0,0.66,171,1,873,68,1,1
7660,0,1,0,1,0.4,84,0,289,810,0,1
97,0,1,1,1,0.23,20,4,992,386,0,1
5748,1,0,0,1,0.63,357,5,803,1641,1,1
7746,0,0,1,1,0.11,80,5,109,792,0,1
4379,0,0,0,1,0.55,298,5,80,1312,1,1
6126,0,0,0,0,0.46,12,0,366,10,1,0
9714,1,0,1,1,0.2,240,4,653,720,1,1
8741,1,1,0,1,0.66,358,3,1,362,0,1
229,0,0,0,0,0.73,339,4,104,1622,1,0
2074,0,1,1,1,0.09,8,5,157,657,1,1
4795,1,1,1,1,0.04,131,3,373,1781,0,1
3550,0,0,1,0,1.0,283,5,871,710,0,0
9116,0,1,0,0,0.28,276,5,806,1792,0,0
5182,0,0,1,1,0.02,117,1,285,1180,0,1
209,0,1,0,1,0.78,312,0,11,156,0,1
2770,0,1,1,1,0.48,202,4,1059,1052,1,1
1988,1,0,1,1,0.4,243,0,291,674,1,1
5833,1,1,0,1,0.38,354,4,644,423,1,1
8931,0,0,0,1,0.0,285,0,84,1467,1,0
1004,1,1,0,0,0.41,246,3,195,664,1,1
1988,0,1,0,0,0.89,49,2,1043,500,1,0
1576,1,1,1,1,0.98,30,4,426,1214,0,1
6550,1,1,0,0,0.04,33,3,37,86,1,1
8060,0,0,0,0,0.32,320,4,796,371,0,0
4027,0,1,0,1,0.39,295,2,85,1053,0,1
2189,1,1,1,1,0.16,36,1,956,1092,0,1
6573,1,1,1,0,0.64,349,5,293,128,0,1
8248,0,1,1,1,0.34,122,4,391,434,1,1
8135,1,0,0,1,0.43,334,0,702,455,1,1
1305,1,1,0,0,0.06,298,4,118,794,1,1
3613,1,0,1,0,0.95,5,2,1014,805,1,1
6608,0,0,1,1,0.33,256,2,613,886,1,1
5544,0,0,0,1,0.85,250,0,645,6,1,0
3105,1,1,1,1,0.89,291,4,487,1641,1,1
4913,1,1,1,1,0.67,271,2,233,913,0,1
6739,1,0,0,1,0.68,159,3,735,1517,1,1
9640,1,0,1,0,0.51,258,1,815,130,1,1
9773,0,0,1,0,0.92,298,1,759,1309,1,0
709,0,0,0,1,0.8,80,1,1084,272,0,0
3271,1,0,0,0,1.0,205,4,901,574,0,0
561,0,0,1,0,0.15,4,1,194,1067,0,1
9402,0,0,1,0,0.59,197,2,743,1535,1,0
3295,1,1,0,0,0.15,191,5,209,991,1,1
6328,1,1,0,0,0.76,332,3,17,353,0,1
4452,0,0,1,1,0.33,161,5,753,1745,1,1
1068,1,0,1,1,0.81,225,4,444,65,1,1
7427,0,1,1,1,0.67,218,3,460,1099,1,1
6871,1,0,0,0,0.37,6,4,94,305,0,0
9190,0,0,1,1,0.87,215,4,193,1254,0,1
4921,0,0,1,0,0.01,140,2,720,758,0,1
4488,1,0,0,1,0.52,34,5,843,1080,1,1
3858,0,1,0,1,0.85,355,5,679,534,0,1
2787,0,1,0,1,0.42,104,3,551,833,1,1
9658,1,0,1,1,0.43,95,5,61,1574,0,1
2332,1,0,0,0,0.01,118,1,1020,1128,0,0
7003,0,0,0,0,0.24,47,5,746,256,1,0
4946,1,0,0,0,0.96,180,5,792,923,1,0
6390,1,0,0,0,0.82,332,2,439,483,0,0
5357,1,0,0,1,0.79,52,1,365,1195,1,1
5540,1,1,0,1,0.44,189,1,1001,217,0,1
10070,1,1,0,1,0.91,323,5,910,1632,1,1
1900,0,0,1,0,0.2,305,2,466,1158,0,1
8031,0,0,1,0,0.8,17,3,27,1232,0,0
7129,0,0,1,0,0.93,100,3,978,31,0,0
3286,1,1,1,1,0.8,11,0,53,298,0,1
1660,1,1,0,0,0.0,242,4,342,52,1,1
1987,0,0,0,0,0.67,133,1,989,940,1,0
7210,1,0,0,1,0.9,108,0,151,1270,1,1
1365,1,0,1,0,0.24,268,1,247,1794,0,1
7289,0,1,1,1,0.44,326,5,441,537,1,1
1729,1,0,0,1,0.22,281,0,842,1400,1,1
8922,0,0,0,0,0.39,247,5,534,1698,1,0
